frame,obs,max_x,min_x,max_y,min_y,max_z,min_z
002193,4,45.284,44.434,3.327,2.468,-0.959,-1.544
002196,0,39.175,37.062,12.776,11.061,-0.365,-1.544
002200,0,5.885,2.102,4.533,2.905,-0.395,-1.784
002200,1,6.163,2.713,-2.263,-3.792,-0.166,-1.591
002200,2,27.267,24.134,-1.607,-3.48,0.167,-1.207
002200,3,41.543,38.87,1.206,0.018,0.145,-0.879
002200,4,18.9,17.083,-5.235,-8.557,-0.062,-1.321
002200,5,18.053,16.29,-9.949,-13.366,0.038,-1.255
002200,6,54.881,54.187,5.028,4.551,-0.224,-0.558
002201,0,23.75,20.928,1.42,-0.343,0.036,-1.284
002201,1,6.012,2.019,4.498,2.896,-0.287,-1.633
002201,2,11.67,8.228,8.25,6.946,-0.173,-1.499
002201,3,21.309,20.069,8.8,7.453,-0.103,-1.354
002201,4,31.182,28.718,13.043,11.62,0.157,-1.227
002201,5,37.943,34.967,3.278,2.936,-0.087,-0.531
002202,0,38.281,36.622,1.194,-0.031,-0.313,-1.224
002202,1,45.214,44.533,4.756,3.452,-0.151,-1.25
002202,2,30.007,26.58,17.052,15.532,-0.055,-1.346
002206,0,43.118,42.936,5.804,5.325,-0.136,-0.402
002207,0,13.661,11.793,-9.299,-12.179,-0.128,-1.48
002207,1,22.937,21.144,-11.388,-15.443,-0.002,-1.173
002209,0,12.875,9.323,7.866,5.774,-0.59,-1.979
002209,1,28.23,24.791,3.198,0.996,-0.474,-1.681
002209,2,27.941,26.128,-4.276,-7.731,0.163,-1.19
002209,3,33.828,30.441,4.273,2.421,-0.445,-1.725
002209,4,41.757,38.492,13.974,12.477,-0.683,-1.991
002209,5,34.742,32.461,-1.993,-5.591,-0.256,-1.125
002209,6,58.925,58.409,8.53,7.421,-0.624,-1.344
002209,7,13.522,9.946,-0.447,-2.686,-0.423,-1.66
002215,0,15.452,12.754,-9.945,-12.524,-0.243,-1.561
002215,1,21.435,19.139,-5.656,-9.522,-0.248,-1.487
002215,2,26.791,24.88,-14.989,-18.703,-0.616,-1.462
002216,0,8.497,6.631,9.39,5.112,0.321,-1.709
002216,1,6.924,5.225,-3.732,-7.398,-0.227,-1.667
002216,2,9.746,8.151,-3.324,-6.902,-0.308,-1.604
002216,3,12.031,10.532,-3.693,-6.274,0.041,-1.548
002216,4,19.407,17.861,9.495,5.19,-0.201,-1.196
002216,5,21.609,20.503,6.988,5.343,-0.251,-1.515
002216,6,26.339,22.556,-0.78,-2.404,-0.294,-1.422
002216,7,35.239,35.01,7.735,5.879,-0.078,-1.18
002216,8,38.105,37.975,-0.578,-1.655,-0.592,-1.015
002218,0,11.335,8.053,4.412,2.921,-0.236,-1.697
002218,1,18.227,14.347,4.554,2.886,-0.152,-1.593
002218,2,33.611,30.71,5.328,3.943,-0.061,-1.379
002219,0,5.712,1.963,5.635,4.025,-0.357,-1.786
002219,1,11.254,6.942,5.748,4.155,-0.36,-1.718
002219,2,6.029,1.962,-2.552,-4.178,-0.266,-1.688
002219,3,25.992,23.285,5.703,4.189,-0.147,-1.288
002219,4,10.796,7.312,-2.57,-4.123,-0.233,-1.584
002219,5,16.16,12.827,-2.8,-4.259,-0.17,-1.505
002219,6,21.819,18.272,-2.759,-4.306,-0.191,-1.449
002219,7,30.861,27.736,5.074,3.96,-0.03,-0.877
002219,8,27.102,24.051,-3.25,-4.462,-0.139,-1.32
002220,0,67.682,67.424,0.012,-0.942,-0.326,-0.328
002224,0,71.773,71.703,2.829,1.815,-0.36,-0.801
002224,1,24.763,20.86,8.898,7.387,-0.306,-1.615
002224,2,45.063,43.516,9.374,7.728,-0.44,-1.222
002225,0,11.388,7.595,-2.768,-4.398,-0.442,-1.692
002225,1,17.22,13.249,-2.97,-4.52,-0.363,-1.726
002225,2,26.801,23.484,5.011,3.302,-0.465,-1.886
002225,3,16.113,12.833,-9.318,-13.471,-0.268,-1.438
002225,4,31.914,28.58,3.937,3.038,-0.45,-1.778
002225,5,42.053,41.589,-4.922,-6.299,-0.678,-1.421
002225,7,40.786,40.771,2.841,2.711,-0.652,-0.652
002225,8,30.549,29.288,16.559,12.618,-1.065,-1.857
002228,0,25.094,22.233,1.391,-0.131,-0.125,-1.2
002228,1,32.435,31.101,4.491,3.058,-0.049,-1.206
002228,2,54.706,52.904,15.433,14.634,0.385,-0.567
002228,3,69.724,69.61,17.331,16.377,-0.358,-0.361
002228,4,21.69,17.988,13.247,11.628,-0.417,-1.593
002229,0,58.927,58.927,2.422,2.422,-0.259,-0.259
002229,1,57.212,55.944,18.455,17.072,-0.637,-1.331
002229,2,57.101,56.571,23.981,23.184,-1.093,-1.398
002232,0,8.424,4.394,-2.632,-4.32,-0.2,-1.613
002232,1,14.213,10.612,-2.599,-4.13,-0.233,-1.582
002232,2,35.811,32.536,2.629,0.755,0.153,-1.283
002232,3,40.323,39.876,0.462,-0.414,-0.838,-1.081
002232,4,56.292,55.999,-3.964,-4.57,-0.973,-0.979
002233,0,18.363,14.121,5.381,3.361,0.179,-1.561
002233,1,25.202,21.649,4.21,2.456,-0.131,-1.45
002233,2,38.693,38.218,1.421,0.268,-0.792,-1.022
002233,3,61.413,61.129,-4.673,-5.522,-0.655,-0.658
002234,0,9.855,6.143,4.426,2.642,-0.307,-1.704
002234,1,14.475,10.3,4.017,2.356,-0.064,-1.691
002234,2,22.542,19.095,-3.303,-4.84,-0.442,-1.665
002234,3,22.928,19.599,3.546,1.952,-0.26,-1.654
002234,4,28.965,24.993,-3.363,-4.882,-0.151,-1.586
002234,5,27.562,25.144,2.785,1.946,-0.173,-1.673
002239,0,6.807,3.302,4.22,2.715,-0.339,-1.728
002239,1,38.043,33.706,4.857,3.502,-0.598,-1.309
002239,2,28.705,26.598,9.549,5.81,-0.194,-1.539
002243,0,11.659,10.115,-2.945,-6.38,-0.242,-1.522
002245,0,40.455,39.263,-11.834,-12.221,0.337,0.141
002245,1,52.658,52.408,4.191,2.982,0.125,-0.21
002246,0,20.528,18.664,-2.772,-6.093,-0.545,-1.624
002248,0,34.54,31.86,1.865,0.198,-0.52,-1.426
002248,1,27.152,22.816,13.855,12.123,-0.683,-1.91
002248,2,40.64,40.063,13.998,12.719,-1.148,-1.707
002250,0,14.013,9.829,4.676,3.024,-0.204,-1.646
002250,1,24.149,20.745,-1.056,-2.622,-0.267,-1.509
002250,2,29.652,26.984,5.062,3.646,-0.407,-1.497
002250,3,30.968,27.7,-0.686,-1.498,-0.391,-1.531
002251,0,14.76,10.067,6.753,4.817,-0.321,-1.738
002254,0,7.09,3.257,4.268,2.692,-0.429,-1.876
002254,1,5.68,2.093,-1.908,-3.521,-0.272,-1.66
002254,10,56.034,56.008,0.018,-0.334,-1.589,-1.955
002254,11,72.232,71.466,4.637,2.848,-1.311,-2.094
002254,2,11.92,7.699,-1.922,-3.536,-0.399,-1.691
002254,3,12.848,8.753,4.418,2.772,-0.536,-1.858
002254,4,17.975,14.858,4.542,3.12,-0.545,-1.936
002254,5,22.358,19.26,4.157,3.003,-0.626,-1.89
002254,6,18.086,13.972,-2.252,-3.722,-0.384,-1.706
002254,7,23.042,19.892,-2.333,-3.586,-0.452,-1.679
002254,8,29.55,27.693,-11.291,-14.758,-0.035,-0.477
002254,9,42.667,41.515,-2.439,-3.421,-0.691,-1.41
002255,0,16.111,11.753,-8.471,-10.578,0.181,-1.351
002255,1,22.237,19.321,-6.143,-8.228,-0.113,-1.232
002255,2,35.098,33.884,-14.193,-15.454,0.148,-0.766
002255,3,32.463,31.454,-18.78,-20.218,0.325,-0.776
002257,0,7.061,5.554,7.67,4.24,-0.244,-1.668
002257,1,9.334,7.71,7.492,3.897,-0.129,-1.636
002257,10,16.645,15.143,-4.436,-8.102,-0.136,-1.478
002257,11,29.887,28.396,-3.837,-6.212,-0.404,-1.275
002257,12,31.09,30.681,-4.318,-6.597,-0.04,-0.612
002257,13,39.461,38.282,7.249,4.754,-0.1,-0.806
002257,14,43.832,42.805,-1.771,-3.073,-0.693,-1.2
002257,2,11.665,10.136,7.223,4.45,-0.057,-1.615
002257,3,14.084,12.4,8.065,4.075,0.001,-1.625
002257,4,16.536,15.114,7.022,5.198,-0.029,-0.72
002257,5,19.007,17.432,6.496,4.481,-0.064,-1.572
002257,6,21.055,19.948,6.852,4.72,-0.087,-1.223
002257,7,25.986,24.546,6.935,4.8,0.005,-1.368
002257,8,28.2,26.936,8.964,4.636,0.498,-1.357
002257,9,12.48,9.263,-2.013,-3.446,-0.322,-1.586
002258,0,28.597,25.371,1.272,-0.177,-0.158,-1.255
002258,1,34.766,32.514,4.367,2.926,-0.058,-1.276
002258,2,33.302,30.117,13.039,11.316,-0.062,-1.372
002260,0,22.815,19.922,-1.245,-2.891,-0.233,-1.572
002260,1,18.528,15.14,6.784,5.496,-0.16,-1.705
002260,2,26.005,22.721,7.27,6.033,-0.309,-1.638
002260,3,48.253,47.877,-8.848,-9.504,-1.071,-1.363
002260,4,68.77,68.77,-20.203,-20.203,-1.298,-1.298
002262,0,39.939,39.681,1.988,0.606,-0.632,-1.335
002262,1,10.168,6.849,9.379,7.846,-0.354,-1.711
002262,2,10.619,6.227,5.654,4.04,-0.32,-1.684
002262,3,19.955,16.473,8.924,7.406,-0.195,-1.596
002262,4,25.328,22.308,9.124,7.661,-0.304,-1.605
002262,5,33.275,31.299,4.837,4.119,-0.466,-1.385
002262,6,43.171,42.749,5.558,5.096,-0.404,-0.919
002262,7,20.534,17.641,12.232,10.77,-0.24,-0.883
002266,0,45.933,45.151,1.231,0.092,-0.153,-1.266
002266,1,14.327,10.226,3.624,2.127,-0.089,-1.585
002266,2,21.373,17.907,13.308,11.802,-0.42,-2.018
002272,0,5.143,1.916,3.918,2.395,-0.202,-1.661
002272,1,9.966,6.025,-2.195,-3.782,-0.468,-1.767
002272,2,12.272,8.679,3.959,2.284,-0.227,-1.578
002272,3,29.439,26.482,-2.304,-3.808,-0.369,-1.624
002272,4,34.87,31.705,-2.335,-2.747,-0.473,-1.626
002276,0,25.534,22.95,5.296,3.829,-0.3,-1.579
002276,1,32.783,29.371,5.41,4.148,-0.237,-1.482
002276,2,19.518,17.305,11.23,6.993,-0.073,-1.686
002277,0,10.867,6.535,3.75,2.11,-0.199,-1.605
002277,1,21.687,17.7,3.908,2.229,0.175,-1.393
002277,2,37.878,35.935,-1.764,-3.248,0.327,-0.747
002280,0,39.574,38.291,-16.211,-19.096,-0.133,-0.914
002280,1,61.679,61.584,21.402,20.398,-1.487,-1.498
002283,0,39.91,39.607,0.9,-0.47,-0.109,-0.833
002284,0,48.696,48.186,14.111,12.936,-1.099,-1.117
002286,0,36.793,35.657,1.087,-0.264,-0.082,-1.172
002286,1,9.886,6.498,8.805,7.302,-0.23,-1.776
002286,2,24.618,20.558,8.857,7.27,-0.416,-1.646
002290,0,22.563,19.845,1.548,-0.173,-0.081,-1.444
002290,1,6.065,1.839,3.91,2.341,-0.424,-1.662
002290,2,12.678,8.548,4.132,2.524,-0.186,-1.622
002290,3,17.522,14.609,8.625,7.107,-0.147,-1.559
002290,4,19.226,16.142,4.082,2.668,-0.031,-1.468
002290,5,27.157,26.527,8.801,7.497,-0.016,-0.696
002290,6,29.509,27.564,3.931,2.751,-0.21,-1.418
002290,7,34.111,33.313,13.565,12.117,-0.298,-1.175
002291,0,36.144,33.062,0.93,-0.908,0.153,-1.189
002291,1,49.474,48.895,3.87,2.567,-0.185,-1.081
002291,2,70.024,69.506,10.422,9.465,-0.779,-0.785
002292,0,45.641,45.308,1.736,0.375,-0.152,-0.752
002292,1,38.249,37.858,4.326,2.953,0.147,-1.28
002292,2,51.117,50.563,11.659,10.433,-0.88,-1.148
002293,0,16.575,14.779,0.82,-0.821,0.085,-1.485
002293,1,16.209,13.396,5.413,4.002,-0.273,-1.563
002293,2,20.34,17.488,9.235,7.709,-0.215,-1.548
002293,3,24.769,21.35,5.243,3.817,-0.125,-1.373
002293,4,14.667,10.206,13.147,11.612,-0.232,-1.639
002293,5,21.484,17.8,13.78,12.271,-0.259,-1.505
002293,6,55.312,55.152,-2.384,-3.199,-0.954,-1.239
002293,7,76.728,76.635,-8.95,-9.427,-1.414,-1.415
002294,0,9.2,6.719,-1.016,-2.575,-0.125,-1.574
002294,1,17.813,16.641,6.249,4.746,-0.365,-1.596
002295,0,51.69,50.933,-0.947,-2.07,-0.864,-1.451
002295,1,11.415,7.937,5.155,3.591,-0.173,-1.638
002295,2,10.394,6.632,9.147,7.634,-0.225,-1.608
002295,3,10.504,6.786,-2.181,-3.932,-0.106,-1.654
002295,4,21.142,18.324,5.409,3.938,-0.32,-1.559
002295,5,26.337,24.936,4.836,3.896,-0.342,-1.378
002295,6,31.799,30.013,1.299,-0.127,-0.221,-1.535
002295,7,31.243,30.211,9.204,8.09,-0.238,-1.431
002295,8,45.685,45.405,5.838,5.038,-0.754,-1.26
002298,0,69.406,69.089,2.617,1.535,-0.339,-0.342
002298,1,35.798,33.35,8.577,7.168,-0.078,-1.421
002300,0,5.349,1.269,3.638,2.039,-0.419,-1.825
002300,1,25.225,22.652,3.604,2.136,-0.438,-1.509
002300,2,31.498,28.071,-2.064,-3.528,-0.698,-1.445
002300,3,41.978,41.004,2.986,2.261,-0.676,-1.117
002303,0,7.166,2.172,4.093,1.99,0.334,-1.674
002303,1,23.916,21.383,4.882,3.355,-0.117,-1.452
002303,2,21.273,18.289,-1.766,-3.077,-0.189,-1.474
002303,3,26.132,22.767,-1.16,-2.307,-0.286,-1.571
002303,4,37.638,35.899,-0.633,-1.857,-0.302,-1.182
002303,5,15.261,11.814,-1.751,-3.434,-0.21,-1.595
002306,0,19.427,15.638,-1.791,-3.168,-0.035,-1.343
002306,1,24.563,21.525,-2.067,-3.021,-0.102,-1.21
002306,2,30.413,27.03,-1.912,-3.265,-0.017,-1.193
002306,3,35.908,34.47,3.887,2.446,0.152,-1.149
002307,0,22.437,18.754,15.01,13.213,-0.329,-1.785
002307,1,24.092,21.421,17.682,16.322,-0.407,-1.813
002307,2,44.561,41.23,14.97,13.676,-0.933,-1.608
002308,0,27.984,24.452,19.826,17.461,0.154,-1.415
002308,1,31.158,28.71,25.554,23.624,-0.334,-1.562
002308,2,41.572,39.635,17.001,12.735,-0.137,-1.178
002308,3,46.104,44.841,-12.089,-14.01,0.134,-0.172
002308,4,58.889,57.349,-18.916,-19.172,0.113,-0.282
002314,0,33.116,31.351,1.517,0.029,0.156,-1.226
002314,1,11.068,7.424,5.235,3.666,-0.272,-1.615
002314,2,17.882,15.427,9.541,8.245,-0.179,-1.125
002314,3,18.324,15.294,6.086,4.541,-0.147,-1.41
002314,4,33.324,32.029,8.637,8.421,-0.262,-0.857
002314,5,42.909,42.612,4.907,4.673,0.343,-0.914
002314,6,26.761,25.065,12.54,11.449,-0.184,-0.681
002315,0,33.073,29.305,2.192,0.642,-0.45,-1.636
002319,0,71.654,71.591,2.826,1.923,-0.359,-0.359
002319,1,21.137,17.433,8.971,7.357,-0.247,-1.611
002319,2,41.382,39.831,9.355,7.685,-0.389,-1.109
002320,0,45.546,41.757,-0.341,-1.838,0.348,-0.392
002325,0,64.074,64.036,6.37,6.023,-0.301,-0.697
002327,0,36.6,32.522,2.494,0.688,0.311,-1.174
002329,0,45.509,45.303,2.97,1.658,-0.748,-0.984
002330,0,49.342,49.015,4.001,2.74,-0.483,-1.08
002332,0,10.193,6.147,-2.825,-4.41,-0.272,-1.656
002332,1,19.79,16.212,5.331,3.546,-0.278,-1.752
002332,2,24.783,21.323,4.752,3.418,-0.286,-1.706
002332,3,38.45,34.476,-4.329,-5.783,-0.07,-1.398
002332,4,29.306,26.385,3.873,3.297,-0.399,-1.452
002332,5,33.823,30.999,3.377,3.112,-0.268,-1.364
002332,6,23.371,21.775,17.151,12.944,-0.666,-1.719
002336,0,43.179,40.022,1.866,0.538,0.618,-0.359
002336,1,49.104,48.822,4.605,3.255,0.362,-0.182
002337,0,21.82,19.5,16.048,14.275,-0.813,-1.97
002338,0,8.94,5.412,-2.525,-4.153,-0.18,-1.491
002338,1,14.626,10.599,6.545,4.826,-0.276,-1.754
002338,2,14.727,11.001,-2.392,-3.953,-0.137,-1.447
002338,3,29.037,25.836,6.529,5.112,-0.017,-1.324
002338,4,23.022,19.754,-2.177,-3.811,-0.08,-1.227
002338,5,28.23,25.447,-2.332,-3.74,0.002,-1.209
002338,6,34.078,31.452,5.972,5.206,-0.266,-0.817
002340,0,17.789,16.237,-2.29,-5.819,-0.15,-1.461
002340,1,7.052,5.359,-2.556,-6.435,-0.187,-1.552
002340,2,10.91,9.305,8.649,5.786,-0.193,-1.573
002340,3,13.579,12.04,9.445,5.924,-0.01,-1.539
002340,4,18.762,17.081,9.316,6.072,-0.058,-1.465
002340,5,19.934,18.553,-2.023,-3.05,-0.292,-1.417
002340,6,23.596,22.413,9.411,7.072,0.169,-1.468
002340,7,31.498,30.948,10.721,9.227,0.311,-0.647
002340,8,54.472,53.783,10.849,9.715,0.121,-0.96
002341,0,27.014,24.263,2.651,0.851,0.006,-1.353
002341,1,16.61,13.27,4.544,2.936,-0.103,-1.564
002341,2,9.974,5.419,8.693,6.887,-0.252,-1.639
002341,3,20.226,16.591,9.422,7.866,-0.221,-1.549
002341,4,23.513,22.214,4.644,4.457,-0.273,-0.42
002341,5,27.157,26.105,10.254,8.765,-0.189,-1.431
002341,6,29.664,29.664,14.04,14.04,-0.254,-0.254
002344,0,20.215,16.411,-2.018,-3.556,-0.161,-1.421
002344,1,11.955,10.381,-5.906,-10.444,0.094,-1.208
002344,2,15.285,13.509,-6.035,-10.242,0.468,-1.049
002344,3,24.126,20.821,6.955,5.459,-0.258,-1.704
002344,4,13.411,9.945,6.973,5.43,-0.412,-1.839
002344,5,21.251,19.696,-6.022,-10.144,0.277,-0.995
002344,6,33.31,32.08,6.92,5.562,-0.682,-1.442
002344,7,27.384,25.858,-20.478,-23.164,0.752,0.153
002345,0,6.211,2.327,3.95,2.415,-0.141,-1.62
002345,1,7.07,2.983,-2.01,-3.578,-0.249,-1.6
002345,2,16.266,11.956,4.838,3.23,-0.261,-1.538
002345,3,14.501,11.43,-1.675,-3.21,-0.111,-1.49
002345,4,24.728,21.748,-1.296,-2.833,-0.11,-1.352
002345,5,31.495,29.917,8.281,5.088,0.159,-1.526
002345,6,66.327,66.122,6.226,5.276,-0.725,-0.728
002346,0,25.92,23.07,2.074,0.485,-0.134,-1.251
002346,1,34.235,33.452,5.302,3.957,-0.276,-1.335
002346,2,28.4,25.753,15.985,14.561,-0.645,-1.523
002347,0,35.926,32.757,-0.145,-1.843,0.155,-1.082
002347,1,52.206,49.379,2.837,1.136,-0.488,-1.159
002347,2,70.821,70.618,7.717,7.649,-0.356,-0.79
002348,0,11.026,9.356,0.101,-3.362,-0.201,-1.56
002353,0,22.781,19.396,14.921,13.292,-0.608,-1.934
002353,1,45.479,42.269,14.627,13.481,-0.446,-1.524
002356,0,46.932,46.652,1.217,-0.179,-0.162,-1.02
002356,1,55.06,53.416,10.876,9.796,-0.957,-1.538
002357,0,8.747,6.864,8.69,5.046,-0.048,-1.674
002357,1,11.347,9.483,9.337,5.069,0.402,-1.666
002357,2,7.329,5.723,-4.413,-7.107,-0.265,-1.633
002357,3,9.836,8.179,-3.73,-7.307,-0.267,-1.671
002357,4,12.735,11.073,-3.319,-6.058,-0.3,-1.554
002357,5,14.976,13.498,-3.699,-6.314,0.006,-1.507
002357,6,22.067,20.805,9.452,5.222,-0.105,-1.02
002357,7,24.949,23.431,6.938,5.172,-0.139,-1.459
002357,8,29.279,25.432,-0.786,-2.421,-0.172,-1.301
002357,9,41.097,40.921,-0.496,-1.448,-0.863,-1.111
002359,0,16.496,12.232,4.681,2.914,-0.278,-1.677
002359,1,38.616,38.016,4.465,3.345,-0.599,-0.799
002362,0,42.589,39.173,6.823,4.903,0.34,-1.351
002365,0,14.553,13.056,-2.145,-6.299,-0.162,-1.395
002365,1,35.836,35.116,-1.981,-4.944,-0.076,-1.178
002366,0,6.359,2.689,3.932,2.262,-0.356,-1.747
002366,1,22.914,19.597,-0.902,-2.482,-0.251,-1.442
002366,2,36.418,35.015,8.562,5.202,-0.079,-1.186
002366,3,16.47,15.188,-5.989,-7.19,0.068,-1.348
002367,0,3.541,-0.601,-2.243,-3.966,-0.168,-1.6
002367,1,18.543,14.541,-2.013,-2.86,0.258,-1.403
002367,2,23.385,20.178,-2.012,-2.677,-0.098,-1.219
002367,3,31.972,29.127,-1.125,-2.659,-0.026,-1.214
002367,4,34.124,31.529,7.047,5.11,-0.478,-1.431
002367,5,38.973,35.839,0.028,-1.502,-0.078,-1.268
002367,6,50.867,47.966,2.604,1.183,-0.173,-1.124
002370,0,71.129,70.875,2.573,1.574,-0.353,-0.355
002370,1,25.483,21.588,8.924,7.381,-0.149,-1.609
002372,0,12.639,8.722,-2.822,-4.353,-0.077,-1.341
002372,1,26.17,23.546,2.088,0.51,-0.34,-1.299
002372,2,38.334,36.931,-4.731,-5.612,0.146,-0.989
002372,3,33.579,32.646,0.534,-0.033,-0.482,-1.29
002376,0,11.601,7.197,4.614,2.838,-0.311,-1.714
002376,1,35.18,32.869,4.441,3.143,0.152,-1.088
002378,0,5.13,0.727,3.827,2.073,-0.156,-1.56
002378,1,4.556,0.955,-1.96,-3.508,-0.354,-1.756
002378,2,10.631,6.966,4.098,2.527,0.008,-1.543
002378,3,10.538,6.119,-1.869,-3.487,-0.317,-1.724
002378,4,18.888,15.869,4.009,2.563,0.067,-1.222
002378,5,23.595,20.238,-2.213,-3.643,-0.106,-1.253
002378,6,25.946,22.823,3.029,2.412,-0.532,-1.105
002378,7,41.325,40.66,-2.397,-3.676,0.336,-0.877
002380,0,7.555,5.805,-4.617,-7.46,-0.23,-1.689
002380,1,15.305,13.642,-4.129,-8.54,0.079,-1.535
002380,2,11.553,9.888,8.883,4.812,0.582,-1.601
002380,3,13.913,12.494,6.732,5.347,-0.105,-1.464
002380,4,21.11,19.511,8.198,4.59,-0.083,-1.518
002380,5,26.224,24.57,7.117,4.082,0.29,-1.372
002380,6,40.191,39.904,6.332,6.02,-0.854,-1.089
002382,0,16.78,12.843,-2.352,-3.983,0.253,-1.374
002382,1,22.031,18.782,4.481,2.922,-0.087,-1.47
002382,2,30.157,29.065,2.616,1.03,0.302,-0.929
002382,3,28.07,25.925,-2.91,-4.606,0.164,-0.964
002383,0,4.095,-0.09,-1.803,-3.415,-0.298,-1.572
002383,1,4.526,0.875,4.173,2.55,-0.3,-1.673
002383,2,9.439,6.139,-1.702,-3.298,-0.183,-1.497
002383,3,14.419,10.941,-1.628,-3.182,-0.063,-1.363
002383,4,24.232,21.622,-0.259,-3.935,0.283,-1.071
002384,0,10.807,6.474,4.707,3.087,-0.236,-1.646
002384,1,9.117,5.853,-1.791,-3.317,-0.167,-1.555
002384,2,19.169,16.179,-1.463,-2.964,-0.037,-1.365
002384,3,26.003,24.401,8.384,4.886,0.167,-1.438
002384,4,61.331,60.575,5.807,4.646,-0.278,-0.65
002385,0,5.834,1.811,-2.37,-3.934,-0.148,-1.64
002385,1,11.768,8.245,6.583,5.047,-0.338,-1.814
002385,2,15.294,11.871,-2.526,-4.177,-0.171,-1.44
002385,3,20.868,17.081,6.485,4.884,-0.221,-1.54
002385,4,20.998,17.479,-2.39,-3.876,-0.197,-1.39
002385,5,35.409,32.31,6.204,5.18,-0.297,-1.268
002385,6,29.521,26.234,-2.225,-3.683,-0.007,-1.277
002385,7,34.681,31.931,-2.311,-2.813,-0.048,-1.136
002385,8,40.456,37.998,5.791,5.253,-0.359,-0.796
002385,9,60.035,57.892,8.506,6.173,0.392,-0.611
002387,0,27.947,27.228,1.332,-0.161,-0.011,-1.201
002387,1,24.832,21.287,5.844,4.115,0.282,-1.392
002387,2,32.708,31.682,9.598,8.354,-0.055,-1.311
002387,3,34.413,33.999,5.747,4.684,-0.068,-1.133
002391,0,59.81,59.654,16.039,15.222,-0.66,-1.091
002392,0,10.596,5.53,5.655,2.914,0.439,-1.563
002392,1,26.683,24.372,8.658,7.154,-0.158,-1.613
002392,2,25.099,22.328,2.005,0.236,-0.112,-1.481
002392,3,29.802,26.696,3.33,1.869,-0.178,-1.49
002392,4,41.06,39.538,5.533,4.158,-0.111,-1.073
002392,5,19.205,15.967,0.958,-1.087,-0.152,-1.535
002397,0,39.699,39.157,1.775,0.327,-0.351,-1.314
002397,1,22.223,19.366,5.051,3.706,-0.336,-1.563
002397,2,30.363,28.836,8.753,8.067,-0.456,-1.309
002397,3,33.265,30.698,5.441,4.329,-0.459,-1.363
002398,0,8.67,7.096,-2.753,-6.291,-0.181,-1.631
002398,1,10.113,8.438,9.523,5.519,-0.083,-1.593
002398,2,11.061,9.53,-2.544,-4.195,-0.274,-1.576
002398,3,12.791,11.23,8.085,6.328,0.017,-1.403
002398,4,15.175,13.676,8.673,6.447,0.083,-1.528
002398,5,17.471,16.102,9.169,6.548,0.397,-1.466
002398,6,24.123,22.311,10.474,8.299,0.284,-1.383
002398,7,46.169,45.177,8.924,7.35,0.134,-1.287
002399,0,4.809,0.954,-1.942,-3.502,-0.286,-1.638
002399,1,13.516,10.333,-1.859,-3.405,-0.021,-1.483
002399,10,42.394,41.691,9.082,5.12,0.861,-0.128
002399,11,27.171,23.967,-1.894,-3.213,-0.14,-1.312
002399,12,57.825,57.495,-1.712,-2.796,-0.249,-0.602
002399,2,11.308,9.596,8.312,4.199,-0.051,-1.586
002399,3,13.995,12.383,7.787,4.303,0.005,-1.533
002399,4,16.441,14.775,7.66,5.214,0.379,-1.081
002399,5,18.84,17.52,5.913,5.383,-0.068,-1.437
002399,6,21.676,20.26,6.52,4.271,-0.093,-1.404
002399,7,23.964,22.366,7.192,3.999,0.021,-1.4
002399,8,26.268,24.857,7.374,4.844,0.166,-0.468
002399,9,28.643,27.169,8.323,4.283,0.299,-1.076
002404,0,3.08,-0.277,-1.857,-3.381,-0.241,-1.43
002404,1,8.693,4.607,5.522,3.727,-0.115,-1.834
002404,2,22.357,18.589,6.052,4.442,-0.238,-1.669
002404,3,38.491,34.264,6.283,5.188,-0.1,-1.379
002404,4,55.999,55.572,-1.61,-2.871,0.12,-0.577
002404,5,18.666,15.364,-1.566,-3.196,-0.016,-1.409
002405,0,7.584,3.503,3.642,1.924,-0.21,-1.662
002405,1,20.831,17.16,-1.516,-3.104,-0.041,-1.313
002405,2,5.233,1.41,-1.591,-3.171,-0.179,-1.587
002405,3,12.277,8.089,3.862,2.595,-0.118,-1.533
002405,4,32.457,30.762,3.861,2.367,0.158,-1.194
002405,5,33.33,29.662,-1.222,-2.779,0.16,-1.155
002405,6,46.768,46.511,-1.207,-2.364,0.679,-0.771
002411,0,20.129,16.752,4.703,2.971,-0.193,-1.444
002414,0,8.185,4.513,5.195,3.62,-0.111,-1.786
002414,1,10.601,7.004,-2.108,-3.74,-0.132,-1.501
002414,2,13.636,9.841,5.159,3.582,-0.141,-1.807
002414,3,16.735,12.849,-2.232,-3.819,-0.094,-1.443
002414,4,31.306,28.165,-2.015,-2.254,-0.028,-1.235
002414,5,31.306,30.585,-2.015,-2.099,-0.224,-1.192
002414,6,45.308,42.504,-1.19,-2.399,-0.134,-1.246
002414,7,45.213,44.888,6.391,5.453,-0.749,-1.252
002414,8,50.302,49.296,-0.43,-1.228,-0.486,-1.107
002414,9,61.581,61.523,1.753,1.368,-0.279,-0.28
002415,0,8.94,4.794,-2.445,-4.076,0.114,-1.476
002415,1,14.405,10.794,4.472,2.825,-0.079,-1.532
002415,2,22.396,21.16,2.624,0.947,0.277,-1.188
002415,3,20.182,17.833,-2.903,-4.923,0.057,-1.191
002415,4,25.659,21.864,5.329,3.919,0.015,-1.236
002415,5,23.458,22.395,-5.988,-6.886,0.169,-0.828
002418,0,21.424,17.277,6.199,4.957,-0.357,-1.627
